FID,geom,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,building,description,name,opening_hours,type,wheelchair,osm_id,osm_type,editlink,tutoriallink,check_date,diet:vegetarian,opening_hours:signed,cuisine,operator,phone,atm,contact:website,source,toilets:wheelchair,addr:country,image,website,name:de,outdoor_seating,takeaway,contact:email,contact:phone,building:levels,roof:levels,roof:shape,smoking,contact:fax,source:date,addr:housename,diet:vegan,toilets,delivery,email,fax,payment:cash,source:geometry,building:first_floor_high,contact:mobile,shop,internet_access,was:military,was:name,building:part,int_name,internet_access:fee,addr:place,source:addr,disused:phone,height,opening_hours:covid19,roof:colour,start_date:name,seasonal,air_conditioning,indoor_seating,wifi,sport,building:colour,toilets:access,building:material,old_name,source:housenumber,tourism,ele,name:en,check_date:opening_hours,bar,smoking:outside,contact:facebook,note,brand,brand:wikidata,level,alt_name,start_date,update,lastcheck,wheelchair:description:de,wheelchair:description:en,changing_table,changing_table:count,toilets:disposal,toilets:female,toilets:male,toilets:unisex,craft,capacity,designation,diet:gluten_free,owner,outdoor,source:name,menu_languages,number_of_menulanguages,contact:instagram,internet_access:ssid,last_check,brand:wikipedia,fixme,breakfast,cafe,payment:credit_cards,payment:debit_cards,rooms,seating,surveillance,payment:coins,payment:cryptocurrencies,payment:electronic_purses,payment:notes,payment:paypal,official_name,food,ref:vatin,wheelchair:description,drive_in,seating:indoor,seating:outdoor,gay,menu,drink:club-mate,music,cafe_€,cappuchino_€,opening_hours:kitchen,description:de,description:en,diet:local,dog,currency:eur,payment:account_cards,payment:apple_pay,payment:contactless,addr:floor,highchair,kids_area,drink:soy_milk,man_made,lottery,entrance,addr:unit,self_service,snack,url,old_name2,changing_table:location,access:covid19,delivery:covid19,organic,disused:amenity,description:covid19,takeaway:covid19,beer_garden,source:wheelchair,old_website,min_age,payment:girocard,alt_name_1,last_checked,status,access,survey:date,old_name1,diet:kosher,disused:name,was:shop,payment:mastercard,payment:visa,payment:avia_ringcard,payment:dkv,payment:euroshell,payment:notes:note,payment:total_card,payment:uta,payment:westfalen_card,takeaway:ice_cream,diet:halal,branch,payment:maestro,reservation,opening_hours:lastcheck,opening_hours:url,opening_date
MRN_OSM_amenity_cafe_4326_Point.520,POINT (8.6940979 49.4133739),,,,,,cafe,,,Zum Achter,,,no,2147483647,node,https://www.openstreetmap.org/node/2731207376,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.521,POINT (8.6947758 49.4077705),Heidelberg,1,69117,Friedrich-Ebert-Anlage,,cafe,,,friedrich,"Mo-Th 09:30-24:00, Fr-Sa 09:30-02:00, Su 12:00-21:00",,limited,2147483647,node,https://www.openstreetmap.org/node/2754781605,https://learnosm.org/de/beginner/,,,,regional,,,,,local knowledge,no,,,,,yes,,,,,,,outside,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.522,POINT (8.4713915 49.4816937),,,,,,cafe,,,Mannheimer Waldhof-Treff,Mo-Sa 11:00-23:00,,,2147483647,node,https://www.openstreetmap.org/node/2768046551,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.523,POINT (8.5233856 49.3675981),,,,,,cafe,,,Cafe Am Rathaus,,,yes,2147483647,node,https://www.openstreetmap.org/node/2778923414,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.524,POINT (8.4797685 49.4994288),,,,,,cafe,,,Bäcker Görtz,Mo-Fr 05:30-18:30;Sa 06:00-18:30;Su 8:00-18:30,,yes,2147483647,node,https://www.openstreetmap.org/node/2783318940,https://learnosm.org/de/beginner/,,,,,,+49 621 33939389,,,,,,,https://www.baeckergoertz.de/,,yes,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bäcker Görtz,Q97572517,,,,,,,,,,,,,,,,,,,,,,,,,,de:Bäcker Görtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.525,POINT (8.573921 49.386173),,,,,,cafe,,,eis.IT,Mo-Su 10:00-20:00,,no,2147483647,node,https://www.openstreetmap.org/node/2786460726,https://learnosm.org/de/beginner/,,,,ice_cream,,+49 6202 25365,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.526,POINT (8.5462185 49.3188694),Hockenheim,4,68766,Karlsruher Straße,,cafe,,,Lato,09:00-00:00,,limited,2147483647,node,https://www.openstreetmap.org/node/2791943259,https://learnosm.org/de/beginner/,,,,ice_cream;coffee,,+49 6205 2871181,,,,no,,,http://www.lato-hockenheim.de/,,,,,,,,,separated,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.527,POINT (8.6724331 49.4070381),Heidelberg,16,69115,Emil-Maier-Straße,,cafe,,,Café Leitstelle,12:00-18:00,,yes,2147483647,node,https://www.openstreetmap.org/node/2807789709,https://learnosm.org/de/beginner/,,,,,,,,,,yes,DE,,https://www.dezernat16.de/das-zentrum/die-leitstelle,,,,,,,,,outside,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.528,POINT (8.563801 49.4669322),,,,,,cafe,,,Bäckerei/Cafe Zorn,,,no,2147483647,node,https://www.openstreetmap.org/node/2824120869,https://learnosm.org/de/beginner/,,,,regional,,,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.529,POINT (8.5621644 49.4674287),,,,,,cafe,,,Eiscafe Adria,11:00-22:00,,no,2147483647,node,https://www.openstreetmap.org/node/2827079368,https://learnosm.org/de/beginner/,2023-06-18,,,ice_cream,,+49 621 471759,,,,,,,http://www.adria-seckenheim.de/,,yes,,,,,,,,,,,,,,adria.seckenheim@yahoo.de,+49 621 44578579,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.530,POINT (8.563213 49.466853),,,,,,cafe,,,Bäcker Görtz,,,yes,2147483647,node,https://www.openstreetmap.org/node/2830955759,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,K&U Bäckerei,,,,,,,,,,Bäcker Görtz,Q97572517,,,,,,,,,,,,,,,,,,,,,,,,,,de:Bäcker Görtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.531,POINT (8.4644633 49.4882332),,,,,,cafe,,,Coffee & Tea Store,,,,2147483647,node,https://www.openstreetmap.org/node/2831500455,https://learnosm.org/de/beginner/,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.532,POINT (8.574382 49.3852513),,,,,,cafe,,,Tchibo Filiale mit Kaffee Bar,Mo-Fr 09:00-18:30;Sa 09:00-16:00,,no,2147483647,node,https://www.openstreetmap.org/node/2857712955,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,yes,,,+49 1805 829000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.533,POINT (8.6725984 49.5465366),,,,,,cafe,,,Le petit Cafe,,,,2147483647,node,https://www.openstreetmap.org/node/2862726313,https://learnosm.org/de/beginner/,,,,,,+49 6201 8750522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.534,POINT (8.7075321 49.4116936),,,,,,cafe,,,Waffelhaus,,,,2147483647,node,https://www.openstreetmap.org/node/2884170739,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.535,POINT (8.7069117 49.4117769),,,,,,cafe,,"Eiscafé, Familienbetrieb",Puro Gelato,Mo-Su 11:00-22:00,,limited,2147483647,node,https://www.openstreetmap.org/node/2884170744,https://learnosm.org/de/beginner/,,yes,,ice_cream,,+49 6221 9148303,,,,,,,https://www.puroeis.de/,,yes,,,,,,,no,,,,yes,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.536,POINT (8.7064805 49.4117619),,,,,,cafe,,,Gelati Caffè Bar,Mo-Su 11:00-23:30,,no,2147483647,node,https://www.openstreetmap.org/node/2884170746,https://learnosm.org/de/beginner/,,,,ice_cream,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de-de.facebook.com/Gelati-caff%C3%A8-bar-132512803431500/,,,,,,,,2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.537,POINT (8.70779 49.4116291),Heidelberg,1,69117,Heugasse,,cafe,,,Teeseele Heidelberg,,,no,2147483647,node,https://www.openstreetmap.org/node/2884170748,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.538,POINT (8.624697 49.6439656),,,,,,cafe,,,McCafé,,,,2147483647,node,https://www.openstreetmap.org/node/2894885856,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.539,POINT (8.4645215 49.4922045),,,,,,cafe,,,Café Filsbach,"Mo 15:00-22:00; Tu,We,Th,Fr 13:00-22:00",,yes,2147483647,node,https://www.openstreetmap.org/node/2896191755,https://learnosm.org/de/beginner/,2023-07-10,,,coffee_shop,,+49 621 25846,,,,yes,,https://commons.wikimedia.org/wiki/File:Cafe_Filsbach.jpg,http://filsbach.com/,,,,,,,,,outside,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barrierefreier Eingang und Behindertentoilette vorhanden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.540,POINT (8.5763112 49.5351518),,,,,,cafe,,,Eiscafe Milano,,,no,2147483647,node,https://www.openstreetmap.org/node/2901883639,https://learnosm.org/de/beginner/,,,,ice_cream,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.541,POINT (8.5632716 49.5425552),,,,,,cafe,,,Bäckerei Grimminger - Café am Eck,Mo-Fr 6:30-18:00;Sa 6:00-13:00,,no,2147483647,node,https://www.openstreetmap.org/node/2901903155,https://learnosm.org/de/beginner/,,,,,,,,http://www.brot.de,,,,,,,yes,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.542,POINT (8.6710288 49.3993585),Heidelberg,2,69115,Schwetzinger Terrasse,,cafe,,,Balthazar,"Mo-Fr 11:30-15:00,17:00-24:00",,yes,2147483647,node,https://www.openstreetmap.org/node/2908273909,https://learnosm.org/de/beginner/,,yes,,,,+49 6221 72 69 587,,,,yes,DE,,https://www.balthazar-bahnstadt.de/,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.543,POINT (8.6390105 49.5459247),Weinheim,8,69469,Pappelallee,,cafe,,,Bäcker Görtz,Mo-Fr 06:00-18:00; Sa 06:00-17:00; Su 07:30-17:00,,,2147483647,node,https://www.openstreetmap.org/node/2914305764,https://learnosm.org/de/beginner/,,,,,Bäcker Görtz GmbH,+49 6201 8708334,,,,,,,https://www.baeckergoertz.de/#filialenstart/filialfinder,,yes,,,,,,,,,,,,,,info@baeckergoertz.de,,,,,,bakery,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,Görtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE183112093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Görz,2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.544,POINT (8.639593 49.642377),Heppenheim,36,64646,Friedrichstraße,,cafe,,,Café Liebe,"Mo,Tu,Th,Fr 08:00-17:30; We 08:00-14:00; Sa 08:00-13:00; Su 08:00-17:00",,no,2147483647,node,https://www.openstreetmap.org/node/2922307967,https://learnosm.org/de/beginner/,,,,,,,,,Bing,,DE,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.545,POINT (8.11188 49.1990351),Landau in der Pfalz,53-55,76829,Marktstraße,,cafe,,,Parezzo,Mo-Fr 09:00-18:00; Sa 07:30-17:00,,,2147483647,node,https://www.openstreetmap.org/node/2929544140,https://learnosm.org/de/beginner/,,,,,Inh. Parez Wared,+49 6341 942555,,,,,,,https://www.parezzo.de/,,,,,,,,,,,,,,,,post@parezzo.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parezzo - Landauer Kaffeerösterei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.546,POINT (8.6045208 49.4717731),Ladenburg,21,68526,Bahnhofstraße,,cafe,,,Bäckerei Riegler,Mo-Fr 06:00-18:30; Sa 06:00-13:00; Su 08:00-10:00,,yes,2147483647,node,https://www.openstreetmap.org/node/2932302728,https://learnosm.org/de/beginner/,,,,,,+49 6203 1079120,,,,no,,,https://baeckerei-riegler.de/html/frames/index4.html,,yes,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.547,POINT (8.2567097 49.3613622),Haßloch,19,67454,Schillerstraße,,cafe,,,Otto Schall,"Mo-Fr 05:30-18:30; Sa 05:30-18:00; PH,Su 07:30-18:00",,yes,2147483647,node,https://www.openstreetmap.org/node/2947860886,https://learnosm.org/de/beginner/,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,opening hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.548,POINT (8.8559421 49.615237),,,,,,cafe,,,Eiscafé La Guglia,,,yes,2147483647,node,https://www.openstreetmap.org/node/2949433442,https://learnosm.org/de/beginner/,,,,ice_cream,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.549,POINT (8.7089944 49.4126124),Heidelberg,,69117,Haspelgasse,,cafe,,,Olio Arte Caffé,,,no,2147483647,node,https://www.openstreetmap.org/node/2949915607,https://learnosm.org/de/beginner/,,,,,,,,,local knowledge,,,,https://chocolaterie-heidelberg.de/content/seite/olio-arte-caffe,,no,,,,,,,,,,,,,,,,,,,,deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eine Stufe am Eingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.550,POINT (8.4698195 49.479518),,,,,,cafe,,,DB Lounge,"Mo-Fr 07:00-21:30; Sa 07:00-21:00; PH,Su 08:00-21:00",,yes,2147483647,node,https://www.openstreetmap.org/node/2957256855,https://learnosm.org/de/beginner/,,,,coffee_shop,DB Fernverkehr AG,,,,extrapolation; survey,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1152059,1,,,,,,,,,,,,,,,,,,,,,,,,,de:DB Lounge,,,,,,,,,,,,,,,,,Zugang über Aufzug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.551,POINT (8.6029961 49.5048116),,,,,,cafe,,,Bäcker Görtz,Mo-Fr 5:30-18:30;Sa 06:00-18:00;Su 7:30-18:00,,yes,2147483647,node,https://www.openstreetmap.org/node/2962150759,https://learnosm.org/de/beginner/,,,,,,+49 6203 9536340,,,,,,,https://www.baeckergoertz.de/,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bäcker Görtz,Q97572517,,,,,,,,,,,,,,,,,,,,,,,,,,de:Bäcker Görtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.552,POINT (7.9358718 49.1578697),Gossersweiler-Stein,5,76857,Falteracker,,cafe,,,Eiscafé Il Gelato del Carabiniere,"Th-Fr 16:30-21:00; Sa 16:30-21:00; Su, PH 12:30-21:00",,yes,2147483647,node,https://www.openstreetmap.org/node/2974121542,https://learnosm.org/de/beginner/,,,,ice_cream,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.553,POINT (8.3636905 49.6314447),Worms,10,67547,Am Römischen Kaiser,,cafe,,,Coffee Brothers,"Mo-Fr 08:00-20:00, Sa 09:00-19:00, Su 12:00-18:00",,,2147483647,node,https://www.openstreetmap.org/node/2981369898,https://learnosm.org/de/beginner/,,,,coffee_shop,,,,,survey,,,,http://www.coffee-brothers.de,,yes,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.554,POINT (8.3611278 49.6327358),,,,,,cafe,,,Cafe Vio,,,,2147483647,node,https://www.openstreetmap.org/node/2981542671,https://learnosm.org/de/beginner/,,,,,,+49 6241 411112,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de-de.facebook.com/Cafe-Pinel-281077075329732/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.555,POINT (8.451181 49.4756348),,,,,,cafe,,,Bäckerei Grimminger,Mo-Fr 6:00-18:00;Sa 6:30-13:00,,no,2147483647,node,https://www.openstreetmap.org/node/2982143788,https://learnosm.org/de/beginner/,,,,,,+49 621 568787,,,,,,,https://www.grimminger.de/,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bäckerei Grimminger,Q106823533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.556,POINT (9.4757331 49.6082006),,,,,,cafe,,,Eiscafé Royal,,,,2147483647,node,https://www.openstreetmap.org/node/2984908257,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
